https://images.obi.pl/product/PL/thumb/626620_1.jpg|Skiva Betoniarka SB-100 550 W|z³|849.0|653.73|849,0 z³|653,73 z³|5^7^9|materialy-budowlane|akcesoria-budowlane|4.4|15.0|849.00 z³ / szt.|14
https://images.obi.pl/product/PL/thumb/544040_1.jpg|Soudal Pianka monta¿owa pistoletowa Okna & Drzwi 750 ml|z³|29.99|23.09|29,99 z³|23,09 z³|1^4|materialy-budowlane|akcesoria-budowlane|5.0|2.0|39.99 z³ / l|15
https://images.obi.pl/product/PL/thumb/338529_1.jpg|LUX Plandeka 120 g/m2 zielona, 4 m x 6 m|z³|82.99|63.9|82,99 z³|63,9 z³|5^6^7|materialy-budowlane|akcesoria-budowlane|4.4|118.0|82.99 z³ / szt.|16
https://images.obi.pl/product/PL/thumb/338529_1.jpg|LUX Plandeka 120 g/m2 zielona, 4 m x 6 m|z³|82.99|63.9|82,99 z³|63,9 z³|5^6^7|materialy-budowlane|akcesoria-budowlane|4.4|183.0|155.00 z³ / szt.|17
https://images.obi.pl/product/PL/thumb/338529_1.jpg|LUX Plandeka 120 g/m2 zielona, 4 m x 6 m|z³|82.99|63.9|82,99 z³|63,9 z³|5^6^7|materialy-budowlane|akcesoria-budowlane|4.4|184.0|31.99 z³ / szt.|18
https://images.obi.pl/product/PL/thumb/338529_1.jpg|LUX Plandeka 120 g/m2 zielona, 4 m x 6 m|z³|82.99|63.9|82,99 z³|63,9 z³|5^6^7|materialy-budowlane|akcesoria-budowlane|4.4|182.0|49.99 z³ / szt.|19
https://images.obi.pl/product/PL/thumb/338529_1.jpg|LUX Plandeka 120 g/m2 zielona, 4 m x 6 m|z³|82.99|63.9|82,99 z³|63,9 z³|5^6^7|materialy-budowlane|akcesoria-budowlane|4.4|119.0|25.99 z³ / szt.|20
https://images.obi.pl/product/PL/thumb/618892_1.jpg|Bayersystem Drabina przystawna TG-DJ 1 x 10 szczebli|z³|229.0|176.33|229,0 z³|176,33 z³|5^9|materialy-budowlane|akcesoria-budowlane|0.0|0.0|229.00 z³ / szt.|21
https://images.obi.pl/product/PL/thumb/307950_1.jpg|Skiva Taczka Spawana skrêcana|z³|299.0|230.23|299,0 z³|230,23 z³|5^8^9|materialy-budowlane|akcesoria-budowlane|4.1|8.0|299.00 z³ / szt.|22
https://images.obi.pl/product/PL/thumb/136965_1.jpg|LUX Plandeka 80 g/m2 zielona 2 m x 3 m|z³|13.99|10.77|13,99 z³|10,77 z³|4^7^9|materialy-budowlane|akcesoria-budowlane|4.4|184.0|13.99 z³ / szt.|23
https://images.obi.pl/product/PL/thumb/260974_1.jpg|Skiva Betoniarka SB-140 550 W|z³ / szt.|999.0|769.23|999,0 z³ / szt,|769,23 z³ / szt,|2^6^8|materialy-budowlane|akcesoria-budowlane|4.1|11.0|999.00 z³ / opakowanie|24
https://images.obi.pl/product/PL/thumb/338529_1.jpg|LUX Plandeka 120 g/m2 zielona 2 m x 3 m|z³|25.99|20.01|25,99 z³|20,01 z³|1^4^6|materialy-budowlane|akcesoria-budowlane|4.4|118.0|82.99 z³ / szt.|25
https://images.obi.pl/product/PL/thumb/338529_1.jpg|LUX Plandeka 120 g/m2 zielona 2 m x 3 m|z³|25.99|20.01|25,99 z³|20,01 z³|1^4^6|materialy-budowlane|akcesoria-budowlane|4.4|183.0|155.00 z³ / szt.|26
https://images.obi.pl/product/PL/thumb/338529_1.jpg|LUX Plandeka 120 g/m2 zielona 2 m x 3 m|z³|25.99|20.01|25,99 z³|20,01 z³|1^4^6|materialy-budowlane|akcesoria-budowlane|4.4|184.0|31.99 z³ / szt.|27
https://images.obi.pl/product/PL/thumb/338529_1.jpg|LUX Plandeka 120 g/m2 zielona 2 m x 3 m|z³|25.99|20.01|25,99 z³|20,01 z³|1^4^6|materialy-budowlane|akcesoria-budowlane|4.4|182.0|49.99 z³ / szt.|28
https://images.obi.pl/product/PL/thumb/338529_1.jpg|LUX Plandeka 120 g/m2 zielona 2 m x 3 m|z³|25.99|20.01|25,99 z³|20,01 z³|1^4^6|materialy-budowlane|akcesoria-budowlane|4.4|119.0|25.99 z³ / szt.|29
https://images.obi.pl/product/PL/thumb/285634_1.jpg|KRAUSE Drabina wielofunkcyjna Tribilo 3x14 MONTO|z³|2199.0|1693.23|2199,0 z³|1693,23 z³|1^8|materialy-budowlane|akcesoria-budowlane|5.0|1.0|2 199.00 z³ / szt.|30
https://images.obi.pl/product/PL/thumb/534437_1.jpg|Daniel Drabina rozstawna lakierowana DRL-6 Lux|z³|189.0|145.53|189,0 z³|145,53 z³|4^7|materialy-budowlane|akcesoria-budowlane|5.0|1.0|189.00 z³ / szt.|31
https://images.obi.pl/product/PL/thumb/691663_1.jpg|Skiva Taczka spawana SPC-T2 90 L|z³|349.0|268.73|349,0 z³|268,73 z³|1^6^7|materialy-budowlane|akcesoria-budowlane|0.0|0.0|349.00 z³ / szt.|32
https://images.obi.pl/product/PL/thumb/285635_2.jpg|KRAUSE Drabina wielofunkcyjna 3x7 CORDA|z³|499.0|384.23|499,0 z³|384,23 z³|3^6|materialy-budowlane|akcesoria-budowlane|5.0|4.0|499.00 z³ / szt.|33
https://images.obi.pl/product/PL/thumb/285637_1.jpg|KRAUSE Drabina wielofunkcyjna 3x11 CORDA|z³|999.0|769.23|999,0 z³|769,23 z³|2^7|materialy-budowlane|akcesoria-budowlane|4.4|7.0|999.00 z³ / szt.|34
https://images.obi.pl/product/PL/thumb/285636_1.jpg|KRAUSE Drabina wielofunkcyjna 3x9 CORDA|z³|699.0|538.23|699,0 z³|538,23 z³|3^7^8|materialy-budowlane|akcesoria-budowlane|5.0|3.0|699.00 z³ / szt.|35
https://images.obi.pl/product/PL/thumb/592888_2.jpg|Altrad Poland Betoniarka MIX-130/¯KE 550 W|z³|999.0|769.23|999,0 z³|769,23 z³|2^5^6|materialy-budowlane|akcesoria-budowlane|4.6|5.0|999.00 z³ / szt.|36
https://images.obi.pl/product/PL/thumb/690060_1.jpg|Pianka Iozuplus izolacja termiczna 750 ml|z³|47.99|36.95|47,99 z³|36,95 z³|3^8|materialy-budowlane|akcesoria-budowlane|0.0|0.0|63.99 z³ / l|37
https://images.obi.pl/product/PL/thumb/158555_1.jpg|Soudal Pianka monta¿owa z aplikatorem Genius Gun 750 ml|z³|26.99|20.78|26,99 z³|20,78 z³|6^7^9|materialy-budowlane|akcesoria-budowlane|4.2|5.0|35.99 z³ / l|38
https://images.obi.pl/product/PL/thumb/590226_1.jpg|Altrad Betoniarka B1610 1000 W|z³|1499.0|1154.23|1499,0 z³|1154,23 z³|7^9|materialy-budowlane|akcesoria-budowlane|4.0|2.0|1 499.00 z³ / szt.|39
https://images.obi.pl/product/PL/thumb/553785_1.jpg|Rew-Ton Przês³o konstrukcyjne 1101 1 m|z³|79.99|61.59|79,99 z³|61,59 z³|3^6^9|materialy-budowlane|akcesoria-budowlane|3.2|9.0|79.99 z³ / szt.|40
https://images.obi.pl/product/PL/thumb/497831_1.jpg|LUX Plandeka 120 g/m2 bia³a, 3 m x 4 m|z³|41.99|32.33|41,99 z³|32,33 z³|3^4|materialy-budowlane|akcesoria-budowlane|4.4|185.0|41.99 z³ / szt.|41
https://images.obi.pl/product/PL/thumb/338529_1.jpg|LUX Plandeka 120 g/m2 zielona, 6 m x 8 m|z³|155.0|119.35|155,0 z³|119,35 z³|1^5^9|materialy-budowlane|akcesoria-budowlane|4.4|118.0|82.99 z³ / szt.|42
https://images.obi.pl/product/PL/thumb/338529_1.jpg|LUX Plandeka 120 g/m2 zielona, 6 m x 8 m|z³|155.0|119.35|155,0 z³|119,35 z³|1^5^9|materialy-budowlane|akcesoria-budowlane|4.4|183.0|155.00 z³ / szt.|43
https://images.obi.pl/product/PL/thumb/338529_1.jpg|LUX Plandeka 120 g/m2 zielona, 6 m x 8 m|z³|155.0|119.35|155,0 z³|119,35 z³|1^5^9|materialy-budowlane|akcesoria-budowlane|4.4|184.0|31.99 z³ / szt.|44
https://images.obi.pl/product/PL/thumb/338529_1.jpg|LUX Plandeka 120 g/m2 zielona, 6 m x 8 m|z³|155.0|119.35|155,0 z³|119,35 z³|1^5^9|materialy-budowlane|akcesoria-budowlane|4.4|182.0|49.99 z³ / szt.|45
https://images.obi.pl/product/PL/thumb/338529_1.jpg|LUX Plandeka 120 g/m2 zielona, 6 m x 8 m|z³|155.0|119.35|155,0 z³|119,35 z³|1^5^9|materialy-budowlane|akcesoria-budowlane|4.4|119.0|25.99 z³ / szt.|46
https://images.obi.pl/product/PL/thumb/696610_1.jpg|Skiva Drabina wielofunkcyjna 3 x 7 szczebli|z³|399.0|307.23|399,0 z³|307,23 z³|4^6|materialy-budowlane|akcesoria-budowlane|0.0|0.0|0|47
https://images.obi.pl/product/PL/thumb/263568_1.jpg|Soudal Pianka monta¿owa z aplikatorem Genius Gun 300 ml|z³|21.99|16.93|21,99 z³|16,93 z³|3^9|materialy-budowlane|akcesoria-budowlane|5.0|1.0|73.30 z³ / l|48
https://images.obi.pl/product/PL/thumb/499870_1.jpg|Krause Mini rusztowanie Corda|z³|999.0|769.23|999,0 z³|769,23 z³|2^8|materialy-budowlane|akcesoria-budowlane|5.0|2.0|999.00 z³ / szt.|49
https://images.obi.pl/product/PL/thumb/605989_1.jpg|GruzBag Worek na gruz z us³ug¹ odbioru|z³|309.0|237.93|309,0 z³|237,93 z³|2^5|materialy-budowlane|akcesoria-budowlane|4.3|3.0|309.00 z³ / szt.|50
https://images.obi.pl/product/PL/thumb/158559_1.jpg|Soudal P³yn czyszcz¹cy Gun & Foam Cleaner 500 ml|z³|29.99|23.09|29,99 z³|23,09 z³|1^6^9|materialy-budowlane|akcesoria-budowlane|5.0|1.0|59.98 z³ / l|51
https://images.obi.pl/product/PL/thumb/170184_1.jpg|Rew-Ton Podest z blachy perforowanej 12-A/B|z³|299.0|230.23|299,0 z³|230,23 z³|2^4^6|materialy-budowlane|akcesoria-budowlane|0.0|0.0|299.00 z³ / szt.|52
https://images.obi.pl/product/PL/thumb/262127_1.jpg|Ceresit Piana Whiteteq pistoletowa, 750 ml|z³|39.99|30.79|39,99 z³|30,79 z³|3^7|materialy-budowlane|akcesoria-budowlane|5.0|1.0|53.32 z³ / l|53
https://images.obi.pl/product/PL/thumb/285639_1.jpg|KRAUSE Drabina wielofunkcyjna 3x7 CORDA TR z funkcj¹ ustawienia na schodach|z³|599.0|461.23|599,0 z³|461,23 z³|2^3^4|materialy-budowlane|akcesoria-budowlane|5.0|1.0|599.00 z³ / szt.|54
https://images.obi.pl/product/PL/thumb/634620_1.jpg|Fola Membrana dachowa Strong 1,5 m x 50 m 150 g/m|z³|10.48|8.07|10,48 z³|8,07 z³|2^7|materialy-budowlane|akcesoria-budowlane|0.0|0.0|6.99 z³ / m2|55
https://images.obi.pl/product/PL/thumb/512858_1.jpg|Fola Worek na gruz 65 cm x 105 cm|z³|7.99|6.15|7,99 z³|6,15 z³|1^4|materialy-budowlane|akcesoria-budowlane|4.0|2.0|7.99 z³ / szt.|56
https://images.obi.pl/product/PL/thumb/564271_1.jpg|Kurtyna przeciwkurzowa 100 cm x 215 cm|z³|40.99|31.56|40,99 z³|31,56 z³|2^5^8|materialy-budowlane|akcesoria-budowlane|5.0|1.0|40.99 z³ / szt.|57
https://images.obi.pl/product/PL/thumb/632595_1.jpg|Fola Membrana dachowa Expert 1,5 m x 50 m 180 g / m2|z³|499.0|384.23|499,0 z³|384,23 z³|1^5^7|materialy-budowlane|akcesoria-budowlane|0.0|0.0|6.66 z³ / m2|58
https://images.obi.pl/product/PL/thumb/696563_1.jpg|Worek na gruz Big Bag 70 cm x 70 cm x 70 cm|z³|44.99|34.64|44,99 z³|34,64 z³|1^3|materialy-budowlane|akcesoria-budowlane|0.0|0.0|0|59
https://images.obi.pl/product/PL/thumb/478287_1.jpg|Soudal Pianka monta¿owa z aplikatorem Genius Gun zimowa 750 ml|z³|26.99|20.78|26,99 z³|20,78 z³|1^2^8|materialy-budowlane|akcesoria-budowlane|5.0|1.0|35.99 z³ / l|60
https://images.obi.pl/product/PL/thumb/367383_1.jpg|Soudal Pianka monta¿owa wê¿ykowa Soudafoam 2K 400 ml|z³|45.99|35.41|45,99 z³|35,41 z³|3^6^7|materialy-budowlane|akcesoria-budowlane|0.0|0.0|114.98 z³ / l|61
https://images.obi.pl/product/PL/thumb/628711_2.jpg|Fola Worek na gruz Big Bag 91 cm x 91 cm x 120 cm|z³|69.99|53.89|69,99 z³|53,89 z³|6^8|materialy-budowlane|akcesoria-budowlane|5.0|2.0|69.99 z³ / szt.|62
https://images.obi.pl/product/PL/thumb/300062_1.jpg|Altrad Poland Betoniarka MK-185 PROFI 145l korba|z³|2699.0|2078.23|2699,0 z³|2078,23 z³|1^3^8|materialy-budowlane|akcesoria-budowlane|0.0|0.0|2 699.00 z³ / szt.|63
https://images.obi.pl/product/PL/thumb/662276_1.jpg|Krause Drabina przegubowa z platform¹ Corda 4x3|z³|899.0|692.23|899,0 z³|692,23 z³|6^7|materialy-budowlane|akcesoria-budowlane|0.0|0.0|899.00 z³ / szt.|64
https://images.obi.pl/product/PL/thumb/421602_1.jpg|Soudal Pianka monta¿owa wê¿ykowa Soudafoam EX-TRA 66 750 ml|z³|34.99|26.94|34,99 z³|26,94 z³|3^4^9|materialy-budowlane|akcesoria-budowlane|5.0|1.0|46.66 z³ / l|65
https://images.obi.pl/product/PL/thumb/640852_1.jpg|Soudal Piana monta¿owa z aplikatorem Genius Gun 500ml + 20% gratis|z³|24.99|19.24|24,99 z³|19,24 z³|4^7|materialy-budowlane|akcesoria-budowlane|5.0|1.0|41.65 z³ / l|66
https://images.obi.pl/product/PL/thumb/697834_1.jpg|Drabina drewniana 2 elementowa 2 x 5|z³|399.0|307.23|399,0 z³|307,23 z³|5^6|materialy-budowlane|akcesoria-budowlane|0.0|0.0|0|67
https://images.obi.pl/product/PL/thumb/285632_1.jpg|KRAUSE Drabina wielofunkcyjna Tribilo 3x10 MONTO|z³|1299.0|1000.23|1299,0 z³|1000,23 z³|5^7|materialy-budowlane|akcesoria-budowlane|5.0|2.0|1 299.00 z³ / szt.|68
https://images.obi.pl/product/PL/thumb/285633_1.jpg|KRAUSE Drabina wielofunkcyjna Tribilo 3x12 MONTO|z³|1649.0|1269.73|1649,0 z³|1269,73 z³|1^8^9|materialy-budowlane|akcesoria-budowlane|5.0|1.0|1 649.00 z³ / szt.|69
https://images.obi.pl/product/PL/thumb/687605_1.jpg|Krause Aluminiowe rusztowanie robocze Clim Tec 1. kondygnacja 5 m|z³|2199.0|1693.23|2199,0 z³|1693,23 z³|3^5^9|materialy-budowlane|akcesoria-budowlane|0.0|0.0|2 199.00 z³ / szt.|70
https://images.obi.pl/product/PL/thumb/687606_1.jpg|Krause Aluminiowe rusztowanie robocze Clim Tec 2. kondygnacja 7 m|z³|2599.0|2001.23|2599,0 z³|2001,23 z³|4^6^7|materialy-budowlane|akcesoria-budowlane|0.0|0.0|2 599.00 z³ / szt.|71
https://images.obi.pl/product/PL/thumb/634622_1.jpg|Fola Membrana dachowa Expert 1,5 m x 50 m 180 g/m|z³|12.73|9.8|12,73 z³|9,8 z³|5^6^7|materialy-budowlane|akcesoria-budowlane|0.0|0.0|8.49 z³ / m2|72
https://images.obi.pl/product/PL/thumb/695536_1.jpg|Worek na gruz Big Bag 91 x 91 x 120 cm|z³|69.99|53.89|69,99 z³|53,89 z³|8^9|materialy-budowlane|akcesoria-budowlane|0.0|0.0|0|73
https://images.obi.pl/product/PL/thumb/281773_1.jpg|Piana monta¿owa EXPERT LINE 750 ml|z³|25.99|20.01|25,99 z³|20,01 z³|2^7|materialy-budowlane|akcesoria-budowlane|0.0|0.0|34.66 z³ / l|74
https://images.obi.pl/product/PL/thumb/646954_1.jpg|Expert Line Piana pistoletowa ThermoFoam White 750 ml|z³|34.99|26.94|34,99 z³|26,94 z³|4^8|materialy-budowlane|akcesoria-budowlane|0.0|0.0|46.66 z³ / l|75
https://images.obi.pl/product/PL/thumb/603433_1.jpg|Soudal Pianka monta¿owa pistoletowa Soudafoam Maxi 870 ml|z³|44.99|34.64|44,99 z³|34,64 z³|5^7^8|materialy-budowlane|akcesoria-budowlane|0.0|0.0|51.72 z³ / l|76
https://images.obi.pl/product/PL/thumb/632593_1.jpg|Fola Membrana dachowa Strong 1,5 m x 50 m 150 g / m2|z³|469.0|361.13|469,0 z³|361,13 z³|3^8|materialy-budowlane|akcesoria-budowlane|0.0|0.0|6.26 z³ / m2|77
https://images.obi.pl/product/PL/thumb/252703_1.jpg|Unicell Sito 115 cm x 70 cm x 8 mm z podpor¹|z³|199.0|153.23|199,0 z³|153,23 z³|1^9|materialy-budowlane|akcesoria-budowlane|0.0|0.0|199.00 z³ / szt.|78
https://images.obi.pl/product/PL/thumb/339972_1.jpg|Soudal Flexifoam - pianka superelastyczna 750 ml|z³|39.99|30.79|39,99 z³|30,79 z³|1^6^9|materialy-budowlane|akcesoria-budowlane|0.0|0.0|53|79
https://images.obi.pl/product/PL/thumb/158556_1.jpg|Soudal Pianka monta¿owa z aplikatorem Genius Gun 500 ml|z³|24.99|19.24|24,99 z³|19,24 z³|1^3^8|materialy-budowlane|akcesoria-budowlane|4.5|2.0|49.98 z³ / l|80
https://images.obi.pl/product/PL/thumb/505066_1.jpg|Patrol Group Miska na gips 500 ml|z³|11.99|9.23|11,99 z³|9,23 z³|4^8^9|materialy-budowlane|akcesoria-budowlane|0.0|0.0|11.99 z³ / szt.|81
https://images.obi.pl/product/PL/thumb/580590_1.jpg|Soudal Pianka Comfort Genius Gun monta¿owa 750 ml|z³|39.99|30.79|39,99 z³|30,79 z³|4^5^8|materialy-budowlane|akcesoria-budowlane|0.0|0.0|53.32 z³ / l|82
https://images.obi.pl/product/PL/thumb/696160_1.jpg|Soudal Piana ognioochronna Soudafoam pistolet 750 ml|z³|129.0|99.33|129,0 z³|99,33 z³|6^7|materialy-budowlane|akcesoria-budowlane|0.0|0.0|172.00 z³ / l|83
https://images.obi.pl/product/PL/thumb/367385_1.jpg|Soudal Pianka monta¿owa pistoletowa Soudafoam Low Expansion 750 ml|z³|39.99|30.79|39,99 z³|30,79 z³|3^5^6|materialy-budowlane|akcesoria-budowlane|0.0|0.0|53.32 z³ / l|84
https://images.obi.pl/product/PL/thumb/118250_2.jpg|Krause Rusztowanie bazowe Clim Tec|z³|1799.0|1385.23|1799,0 z³|1385,23 z³|7^8|materialy-budowlane|akcesoria-budowlane|0.0|0.0|1 799.00 z³ / szt.|85
https://images.obi.pl/product/PL/thumb/281732_1.jpg|Piana pistoletowa 65 PVC EXPERT LINE Professional 840 ml|z³|39.99|30.79|39,99 z³|30,79 z³|3^4^8|materialy-budowlane|akcesoria-budowlane|0.0|0.0|47.61 z³ / l|86
https://images.obi.pl/product/PL/thumb/300055_1.jpg|Altrad Poland Betoniarka BWE-200KJ 200l korba|z³|4699.0|3618.23|4699,0 z³|3618,23 z³|1^3^4|materialy-budowlane|akcesoria-budowlane|0.0|0.0|4 699.00 z³ / szt.|87
https://images.obi.pl/product/PL/thumb/697833_1.jpg|Folia ¿ó³ta 1,2 m x 8 m|z³|14.99|11.54|14,99 z³|11,54 z³|5^7|materialy-budowlane|akcesoria-budowlane|0.0|0.0|1.57 z³ / m2|88
https://images.obi.pl/product/PL/thumb/478236_1.jpg|Soudal Œciereczki czyszcz¹ce SWIPEX XXL 80 sztuk|z³|41.99|32.33|41,99 z³|32,33 z³|6^8|materialy-budowlane|akcesoria-budowlane|0.0|0.0|41.99 z³ / szt.|89
https://images.obi.pl/product/PL/thumb/603438_1.jpg|Soudal Pianka monta¿owa pistoletowa Soudafoam 1K FR 750 ml|z³|129.0|99.33|129,0 z³|99,33 z³|2^3^4|materialy-budowlane|akcesoria-budowlane|0.0|0.0|172.00 z³ / l|90
https://images.obi.pl/product/PL/thumb/281772_1.jpg|Piana pistoletowa EXPERT LINE 750 ml|z³|28.99|22.32|28,99 z³|22,32 z³|1^4^9|materialy-budowlane|akcesoria-budowlane|0.0|0.0|38.66 z³ / l|91
https://images.obi.pl/product/PL/thumb/285642_1.jpg|KRAUSE Pomost roboczy 2x6 CORDA|z³|799.0|615.23|799,0 z³|615,23 z³|2^4|materialy-budowlane|akcesoria-budowlane|0.0|0.0|799.00 z³ / szt.|92
https://images.obi.pl/product/PL/thumb/696159_1.jpg|Soudal Piana ognioochronna Soudafoam 750 ml|z³|129.0|99.33|129,0 z³|99,33 z³|3^9|materialy-budowlane|akcesoria-budowlane|0.0|0.0|172.00 z³ / l|93
https://images.obi.pl/product/PL/thumb/544041_1.jpg|Soudal Œciereczki czyszcz¹ce SWIPEX XXL 20 sztuk|z³|19.99|15.39|19,99 z³|15,39 z³|1^4|materialy-budowlane|akcesoria-budowlane|0.0|0.0|1.00 z³ / szt.|94
https://images.obi.pl/product/PL/thumb/118253_1.jpg|Zestaw rolek jezdnych Krause ClimTec|z³|599.0|461.23|599,0 z³|461,23 z³|6^8|materialy-budowlane|akcesoria-budowlane|0.0|0.0|599.00 z³ / szt.|95
https://images.obi.pl/product/PL/thumb/158557_1.jpg|Soudal Pianka monta¿owa pistoletowa Soudafoam Classic 750 ml|z³|32.99|25.4|32,99 z³|25,4 z³|3^6|materialy-budowlane|akcesoria-budowlane|3.5|2.0|43.99 z³ / l|96
https://images.obi.pl/product/PL/thumb/512912_1.jpg|Bayersystem Drabina wielofunkcyjna BS-DW 3 x 11 szczebli|z³ / szt.|749.0|576.73|749,0 z³ / szt,|576,73 z³ / szt,|4^6^8|materialy-budowlane|akcesoria-budowlane|3.0|3.0|749.00 z³ / opakowanie|97
https://images.obi.pl/product/PL/thumb/553457_1.jpg|CMI Pianka monta¿owa wê¿ykowa zimowa 750 ml|z³|19.99|15.39|19,99 z³|15,39 z³|2^6|materialy-budowlane|akcesoria-budowlane|3.0|1.0|26.66 z³ / l|98
https://images.obi.pl/product/PL/thumb/444264_1.jpg|Patrol Group Kastra budowlana prostok¹tna 40 l|z³|34.99|26.94|34,99 z³|26,94 z³|3^5^9|materialy-budowlane|akcesoria-budowlane|4.3|6.0|34.99 z³ / szt.|99
https://images.obi.pl/product/PL/thumb/546987_1.jpg|CMI Pianka monta¿owa pistoletowa 750 ml|z³|24.99|19.24|24,99 z³|19,24 z³|6^7^9|materialy-budowlane|akcesoria-budowlane|2.7|3.0|33.32 z³ / l|100
https://images.obi.pl/product/PL/thumb/628418_1.jpg|Fola Folia budowlana atestowana czarna 0,30 mm|z³|195.0|150.15|195,0 z³|150,15 z³|1^6^8|materialy-budowlane|akcesoria-budowlane|0.0|0.0|1.95 z³ / m2|101
https://images.obi.pl/product/PL/thumb/628418_1.jpg|Fola Folia budowlana atestowana czarna 0,30 mm|z³|195.0|150.15|195,0 z³|150,15 z³|1^6^8|materialy-budowlane|akcesoria-budowlane|1.0|1.0|2.28 z³ / m2|102
https://images.obi.pl/product/PL/thumb/281771_1.jpg|Partner Fix Pianka monta¿owa 750 ml|z³|18.99|14.62|18,99 z³|14,62 z³|1^2^9|materialy-budowlane|akcesoria-budowlane|2.5|4.0|25.32 z³ / l|103
https://images.obi.pl/product/PL/thumb/444262_2.jpg|Patrol Group Wiadro budowlane bez lejka 12 l|z³|6.99|5.38|6,99 z³|5,38 z³|3^8|materialy-budowlane|akcesoria-budowlane|5.0|1.0|6.99 z³ / szt.|104
https://images.obi.pl/product/PL/thumb/444263_1.jpg|Patrol Group Wiadro budowlane z lejkiem 5 l|z³|5.99|4.61|5,99 z³|4,61 z³|3^7^8|materialy-budowlane|akcesoria-budowlane|5.0|3.0|5.99 z³ / szt.|105
https://images.obi.pl/product/PL/thumb/281731_1.jpg|Piana pistoletowa PARTNER FIX 700 ml|z³|25.99|20.01|25,99 z³|20,01 z³|2^6|materialy-budowlane|akcesoria-budowlane|2.5|2.0|37.13 z³ / l|106
https://images.obi.pl/product/PL/thumb/575000_2.jpg|Baumaster Klej do styropianu Styrofix 750 ml|z³|35.99|27.71|35,99 z³|27,71 z³|1^4|materialy-budowlane|akcesoria-budowlane|3.7|3.0|47.99 z³ / l|107
