id|img|name|price|vat|amount|height|width|depth|weight|describe|cat
111|https://images.obi.pl/product/PL/932x365/300062_1.jpg|Altrad Poland Betoniarka MK-185 PROFI 145l korba|2699.0|1|95|144.0|90.0|137.5|86.0|Betoniarka MK-185 PROFI 145 l firmy Altrad Poland. Wolnospadowa betoniarka bębnowa o napędzie elektrycznym, przeznaczona do produkcji mieszanek betonowych o konsystencji ciekłej, półciekłej i plastycznej oraz zapraw cementowych i cementowo-wapiennych. Może być używana również do mieszania materiałów sypkich. Posiada wieniec wykonany z żeliwa o wysokiej klasie ścieralności. Przechył bębna odbywa się za pomocą korby. Wyposażona jest w dwa kółka ułatwiające przemieszczanie betoniarki oraz podpórkę. Wzmocniona rama oraz metalowa osłona silnika zwiekszaja żywotnośc betoniarki. Pojemność całkowita: 145 l. Moc: 900 W. Zasilanie: 230 V. Produkt polski.|materiały budowlane
112|https://images.obi.pl/product/PL/932x365/645922_1.jpg|Soudal Pianka montażowa z aplikatorem Genius Gun 600 ml|24.99|1|4|||||Pianka montażowa z aplikatorem Genius Gun marki Soudal jest przeznaczona do wielokrotnych prac uszczelniających. Wyposażona jest w aplikator Genius Gun i formułę, która umożliwia aplikację w temperaturach do -10°C. Aplikator pozwala na wielokrotne użycie pianki montażowej w dłuższym okresie czasu, a wygodny uchwyt zapewnia precyzyjne i oszczędne dozowanie niczym profesjonalny pistolet.    Zastosowanie Pianka montażowa z aplikatorem Genius Gun jest stosowana do uszczelniania stolarki okiennej i drzwiowej z drewna, PCV i aluminium, parapetów, stopni schodów, rolet, brodzików, wanien. Ponadto pianka uszczelnia złącza dachowe, ścienne i stropowe oraz systemy chłodzące. Łączy prefabrykowane elementy drewniane w konstrukcjach szkieletowych, wypełnia przepusty rurowe. Stanowi też izolację elementów instalacji c.o. i wodnokanalizacyjnych oraz izolację termiczną dachów i stropodachów.  Aplikator Genius Gun Innowacyjny aplikator wężykowy Genius Gun umożliwia precyzyjne dozowanie pianki montażowej. Sprawia, że praca staje się bardziej komfortowa i bezpieczna. Dzięki Genius Gun napoczętą puszkę z pianką można długotrwale przechowywać bez ryzyka zablokowania zaworu. Piankę można aplikować wiele razy od momentu pierwszego zastosowania pianki.  Przechowywanie i odporność termiczna Pianka montażowa z aplikatorem Genius Gun marki Soudal może być przechowywana przez okres 18 miesięcy w zamkniętym opakowaniu, w chłodnym i suchym pomieszczeniu, w temperaturze od + 5°C do + 25°C. Pozostawienie niezabezpieczonej utwardzonej pianki spowoduje utratę jej właściwości izolacyjnych. Utwardzona pianka Soudal jest odporna na temperatury od - 40°C do + 100°C. Natomiast temperatura aplikacji powinna wynosić od -10°C do +30°C.|materiały budowlane
113|https://images.obi.pl/product/PL/932x365/632593_1.jpg|Fola Membrana dachowa Strong 1,5 m x 50 m 150 g / m2|469.0|1|82|16.5|150.0|16.5|11.4|Membrana dachowa Strong marki Fola przeznaczona jest do wykonywania zewnętrznej hydroizolacji dachów. Wykonana z wielowarstwowej włókniny polipropylenowej, jest paroprzepuszczalna, eliminuje problem zawilgocenia, pleśni i grzybów.|materiały budowlane
114|https://images.obi.pl/product/PL/932x365/285642_1.jpg;https://images.obi.pl/product/PL/932x365/285642_2.jpg;https://assets.obi.de/skin/a94dcb7/images/blind.gif;https://assets.obi.de/skin/a94dcb7/images/blind.gif;https://assets.obi.de/skin/a94dcb7/images/blind.gif;https://assets.obi.de/skin/a94dcb7/images/blind.gif|KRAUSE Pomost roboczy 2x6 CORDA|799.0|1|23||||||materiały budowlane
115|https://images.obi.pl/product/PL/932x365/696160_1.jpg|Soudal Piana ognioochronna Soudafoam pistolet 750 ml|129.0|1|33|||||Pianka montażowa Soudafoam, marki Soudal. Jest to specjalistyczna, ognioodporna i dymoszczelna pianka poliuretanowa, o odporności ogniowej do EI 240. Charakteryzuje się doskonalą przyczepnością do typowych podłoży budowlanych. Idealna do ogniochronnego wypełniania, szczelin i złączy liniowych w przegrodach: murowanych z cegły, betonowych, żelbetowych i innych. Posiada doskonałą charakterystykę rozprężenia, co gwarantuje brak skurczu i rozprężeń następczych. Dodatkową zaletą pianki jest to, iż nie zawiera gazów szkodliwych dla warstwy ozonowej.|materiały budowlane
116|https://images.obi.pl/product/PL/932x365/478236_1.jpg|Soudal Ściereczki czyszczące SWIPEX XXL 80 sztuk|41.99|1|38|25.5|11.0|11.0|524.0|Ściereczki czyszczące SWIPEX XXL, marki Soudal. Są to doskonale czyszczące, niepylące, wytrzymałe mechanicznie ściereczki do czyszczenia różnego rodzaju zabrudzeń. Skutecznie i szybko usuwają świeże zbrudzenia z: pianki poliuretanowej, silikonów, klejów, farb, polimerów MS, atramentu, tłuszczu i oleju. Idealnie nadają się do czyszczenia: rąk, narzędzi i wszelkich powierzchni nieporowatych. Są nasączone specjalną mieszaniną rozpuszczalników, nowoczesnych środków powierzchniowo czynnych i środków ochrony skóry, co zapewnia ich skuteczność. Ściereczki są nieszkodliwe dla środowiska. Zostały umieszczone w wygodnym opakowaniu, zapobiegającym wysychaniu zawartości.|materiały budowlane
117|https://images.obi.pl/product/PL/932x365/544041_1.jpg|Soudal Ściereczki czyszczące SWIPEX XXL 20 sztuk|19.99|1|17|25.5|13.5|1.5|90.0|Ściereczki czyszczące SWIPEX XXL, marki Soudal. Są to doskonale czyszczące, niepylące, wytrzymałe mechanicznie ściereczki do czyszczenia różnego rodzaju zabrudzeń. Skutecznie i szybko usuwają świeże zbrudzenia z pianki poliuretanowej, silikonów, klejów, farb, polimerów MS, atramentu, tłuszczu i oleju. Idealnie nadają się do czyszczenia rąk, narzędzi i wszelkich powierzchni nieporowatych. Są nasączone specjalną mieszaniną rozpuszczalników, nowoczesnych środków powierzchniowo czynnych i środków ochrony skóry, co zapewnia ich skuteczność. ściereczki są nieszkodliwe dla środowiska. Zostały mieszczone w wygodnym opakowaniu, zapobiegającym wysychaniu zawartości.|materiały budowlane
118|https://images.obi.pl/product/PL/932x365/505066_1.jpg|Patrol Group Miska na gips 500 ml|11.99|1|95|5.3|15.0|5.3|40.0|Miska do gipsu 500 ml, marki Patrol Group. Wykonany z elastycznego tworzywa sztucznego pojemnik o średnicy 150 mm i wysokości 53 mm. Idealny do doraźnego przygotowywania niewielkich ilości zapraw szpachlowych, klejących i tynkarskich. Niezbędny przy drobnych pracach remontowych.|materiały budowlane
119|https://images.obi.pl/product/PL/932x365/252703_1.jpg;https://images.obi.pl/product/PL/932x365/252703_2.jpg|Unicell Sito 115 cm x 70 cm x 8 mm z podporą|199.0|1|43|3.0|70.0|115.0|8.0|Sito z podporą 115 cm x 70 cm, firmy Unicell. Sito murarskie z podporą służące do przesiewania materiałów sypkich, takich jak piach, żwir czy materiał tynkarski. Materiał, który był przepuszczony przez sito cechuje się znacznie równiejszą wielkością i kształtem, dzięki czemu po dodaniu na przykład do zaprawy murarskiej, znacznie łatwiej jest ją rozrobić. Nie powstają też w niej grudki. Sito wyposażone jest w wygodną podporę, która ułatwia proces przesiewania. Ustawienie sita w pozycji ukośnej sprawia, że przesiew jest szybszy, a materiał właściwy dobrze oddziela się od zanieczyszczonego lub wilgotnego. Ponieważ sito wykonane zostało ze stali, jego prześwit może osiągnąć bardzo małe rozmiary, pozwalając Ci przesiać nawet najdrobniejszy materiał. Stalowe oczka wielkości 8 mm są też bardzo odporne na zatykanie, dzięki czemu praca będzie przebiegać sprawniej.|materiały budowlane
120|https://images.obi.pl/product/PL/932x365/433270_1.jpg|Soudal Pianka montażowa pistoletowa Soudafoam Low Expansion zimowa 750 ml|39.99|1|38|33.5|6.5|6.5|740.0|Pianka montażowa poliuretanowa, pistoletowa Soudafoam low expansion zimowa, marki Soudal. Charakteryzuje się doskonałą przyczepnością do typowych podłoży budowlanych, takich jak: beton, cegły, kamień, PCV, aluminium, drewno itp. Ze względu na swoje wyjątkowe właściwości, pozwala na pracę w niskich temperaturach do -10 st.C. Niskorozprężna formuła pianki daje gwarancję bezpieczeństwa dla delikatnych elementów, ponieważ kontrolowane zwiększanie objętości eliminuje prawdopodobieństwo pojawienia się deformacji. Pracę ułatwia szybkie i pewne mocowanie bagnetowe puszki w gnieździe pistoletu. Pianka zapewnia m.in.: idealne wygłuszanie i wypełnianie pustych przestrzeni w konstrukcjach szkieletowych, uszczelnianie i najwyższą izolacyjność termiczną i akustyczną nawet do 58 dB. Dodatkową zaletą pianki jest to, iż nie zawiera gazów szkodliwych dla warstwy ozonowej.|materiały budowlane
121|https://images.obi.pl/product/PL/932x365/478286_1.jpg|Soudal Pianka montażowa z aplikatorem Genius Gun zimowa 500 ml|24.99|1|69|24.5|6.5|6.5|500.0|Pianka montażowa poliuretanowa z aplikatorem Genius Gun zimowa, marki Soudal. Przeznaczona jest do różnego rodzaju prac budowlanych. Dzięki specjalnej formule o obniżonej rozprężalności, jest bezpieczna dla delikatnych elementów. Idealnie nadaje się do uszczelniania i łączenia drewnianych elementów w konstrukcjach szkieletowych, uszczelniania stolarki drzwiowej i okiennej, wygłuszania, uszczelniania oraz montażu parapetów, rolet, schodów, uszczelniania w systemach chłodzących, termoizolacji armatury łazienkowej, sieci wodnokanalizacyjnej itp. Charakteryzuje się tym, iż jest precyzyjna i oszczędna w aplikacji, istnieje możliwość przerwania pracy w dogodnym momencie. Wygodny uchwyt pozwala na pełną kontrolę wypuszczanej z puszki pianki. Ze względu na swoją wyjątkową formułę, daje możliwość pracy w niskich temperaturach do -10 st.C. Niewątpliwą zaletą pianki jest wyjątkowo dobra przyczepność do podłoży z drewna, PCV, aluminium i innych metali.|materiały budowlane
122|https://images.obi.pl/product/PL/932x365/478288_1.jpg|Soudal Pianka montażowa pistoletowa Soudafoam Classic zimowa 750 ml|32.99|1|62|33.5|6.5|6.5|830.0|Pianka montażowa pistoletowa Soudafoam Classic zimowa o pojemności 750 ml, marki Soudal. Jest to profesjonalna, wysokowydajna, pianka poliuretanowa o obniżonej rozprężalności. Pianka polecana jest do wszelkich prac wykończeniowych i instalacyjnych. Dzięki specjalnej formule o obniżonej rozprężalności, jest bezpieczna dla delikatnych elementów. Idealnie nadaje się do uszczelniania i łączenia drewnianych elementów w konstrukcjach szkieletowych, uszczelniania stolarki drzwiowej i okiennej, wygłuszania, uszczelniania oraz montaż parapetów, rolet, schodów, uszczelniania w systemach chłodzących, termoizolacja armatury łazienkowej, sieci wodnokanalizacyjnej itp. Charakteryzuje się tym, iż jest precyzyjna i oszczędna w aplikacji, istnieje możliwość przerwania pracy w dogodnym momencie. Ze względu na swoją wyjątkową formułę, daje możliwość pracy w niskich temperaturach do -10 °C. Niewątpliwą zaletą pianki jest jej, krótki czas utwardzania.|materiały budowlane
123|https://images.obi.pl/product/PL/932x365/564271_1.jpg|Kurtyna przeciwkurzowa 100 cm x 215 cm|40.99|1|97|2.15|10.0|1.0|449.0|Kurtyna przeciwkurzowa 100 cm x 215 cm, firmy Brik. Uniwersalna kurtyna służy do odseparowania pomieszczeń, w których wykonywane są prace budowlane. Zapobiega przedostawaniu się pyłu i kurzu. Umożliwia zamontowanie w ościeżnicy drzwiowej, a zamek błyskawiczny pozwala na łatwe przemieszczanie się, bez konieczności demontażu zabezpieczenia. Kurtyna jest prosta do zamontowania, zapewnia domownikom komfort podczas remontu. Nadaje się do wielokrotnego użycia.|materiały budowlane
124|https://images.obi.pl/product/PL/932x365/158557_1.jpg|Soudal Pianka montażowa pistoletowa Soudafoam Classic 750 ml|32.99|1|32|33.5|6.5|6.5|760.0|Pianka montażowa pistoletowa, poliuretanowa Soudafoam Classic, marki Soudal. Przeznaczona jest do różnego rodzaju prac budowlanych. Dzięki specjalnej formule o obniżonej rozprężalności, jest bezpieczna dla delikatnych elementów. Piankę cechuje krótki czas utwardzania, co znacznie ułatwia pracę. Niewątpliwą zaletą pianki jest doskonała przyczepność do typowych podłoży budowlanych z drewna, PCV, betonu, cegły, powierzchni szkliwionych, aluminium i innych metali. Idealnie nadaje się do uszczelniania i łączenia drewnianych elementów w konstrukcjach szkieletowych, uszczelniania stolarki drzwiowej i okiennej, wygłuszania, uszczelniania oraz montażu parapetów, rolet, schodów, uszczelniania w systemach chłodzących, termoizolacji armatury łazienkowej, sieci wodnokanalizacyjnej itp. Dodatkową zaletę pianki stanowi fakt, iż nie zawiera gazów szkodliwych dla warstwy ozonowej.|materiały budowlane
125|https://images.obi.pl/product/PL/932x365/553785_1.jpg;https://images.obi.pl/product/PL/932x365/553785_3.jpg|Rew-Ton Przęsło konstrukcyjne 1101 1 m|79.99|1|49|80.0|100.0|3.4|5.0|Przęsło konstrukcyjne 1101 marki Rew-Ton jest wykonane z rur stalowych. To element rusztowania kolumnowego typu warszawskiego, umożliwiający montaż kolumn, które zapewniają bezpieczeństwo i komfort wykonywania prac na wysokościach.    Zastosowanie Kompletne rusztowanie ma zastosowane w budownictwie przy pracach murarskich, tynkarskich, malarskich, montażowych, instalacyjnych, ciesielskich, spawalniczych, szklarskich i innych. Rusztowanie może być wykorzystywane zarówno do wykonywania robót zewnętrznych, jak remont elewacji budynku lub dachu oraz wewnątrz budynków przemysłowych i domów jednorodzinnych. Umożliwia wykonywanie prac na wysokości do 3 m.    Lekka konstrukcja Przęsło konstrukcyjne jest lekkie i stabilne. Ponadto montaż konstrukcji przebiega szybko i łatwo, co daje więcej czasu na bezproblemową pracę na wysokościach. Stabilna i sztywna konstrukcja zapewniają bezpieczeństwo pracy. Przęsło rusztowania jest wykonane z rury o średnicy 26,9 mm i waży 5 kg. Wymiary przęsła 1101 Rew-Ton wynoszą 100 x 80 cm.  Rusztowanie typ warszawski Rusztowanie kolumnowe typu warszawskiego charakteryzuje się stabilnością i prostym montażem, podczas którego ciężko o pomyłkę. Przęsło konstrukcyjne jest pokryte farbą korozyjną, która wydłuża jego żywotność i przeciwdziała wilgoci. Rusztowanie kolumnowe Rew-Ton 1101 tak samo wewnątrz, jak i na zewnątrz powinno stać na stabilnej podstawie i utwardzonym podłożu. Podstawa może być regulowana lub śrubowa. Nie należy stawiać go na trawie, grząskim gruncie, drewnie ani cegłach. Rusztowanie może być wyposażone w kółka i umożliwiać przesuwanie kolumny wzdłuż ściany bez konieczności demontażu całej konstrukcji.|materiały budowlane
126|https://images.obi.pl/product/PL/932x365/605989_1.jpg|GruzBag Worek na gruz z usługą odbioru|309.0|2|20|||||Worek na gruz z usługą odbioru GruzBag jest idealnym rozwiązaniem na pozbycie się zalegającego gruzu. Lekki i prosty kontener GruzBag to doskonałe rozwiązanie zarówno przy mniejszych, jak i większych remontach. Decydując się na zbiornik, kupujesz, ładujesz, a my odbieramy. Wymiary worka to 90x90x115 cm, a waga wynosi 1,2 kg. Wymiary pustego worka po złożeniu to zaledwie 30x20x10 cm.  Zastosowanie Wykonany z mocnego polipropylenu LDPE worek z uszami jest przeznaczony do magazynowania i transportu stałych i sypkich odpadów budowlanych. Maksymalna ładowność wynosi 1000 kg. Idealny do pakowania pokruszonego betonu, płytek, kamienia, cegły, dachówki, elementów sanitariów oraz umywalek. Zabrania się natomiast umieszczania takich materiałów, jak: azbest, papy, opony, wełna mineralna, substancje niebezpieczne i żrące, styropian, odpady opakowaniowe. Worka nie można przeładowywać. Powinien być napełniony do wysokości, umożliwiającej spięcie górnych zaczepów załadunkowych.  Usługa odbioru gruzu dostępna tylko w marketach: - Bielany - Wrocławskie: ul. Czekoladowa 5 - Bytom: ul. Chorzowska 86, ul. Strzelców Bytomskich 96 - Częstochowa: ul. Okulickiego 16/18 - Czeladź: ul. Będzińska 80 - Dąbrowa Górnicza: ul. Jana III Sobieskiego 6a - Jabłonna: ul. Zegrzyńska 9 - Katowice: ul. Rolna 4 - Kraków: ul. Wielicka 259, al. Bora-Komorowskiego 31, ul. Stawowa 68, al. Pokoju 67 - Lublin: ul. Chemiczna 2, ul. Zwycięska 6 - Łódź: ul. Rokicińska 192, ul. Szparagowa 3/5, ul. Brzezińska 27/29, ul. Henryka Wieniawskiego 1/3 - Poznań: ul. Szwedzka 2 - Tychy: ul. Towarowa 2B - Tychy: Al. Bielska 109 - Warszawa: Al. Krakowska 102, ul. Puławska 427, Radzymińska 166 - Wrocław: ul. Długa 29-35 - Zabrze: al. Korfantego 13, ul. Szkubacza 1 - Ząbki: ul. Radzymińska 303 - Mysiadło ul. Kuropatwy 41 - Częstochowa ul.Kisielewskiego 8/16|materiały budowlane
127|https://images.obi.pl/product/PL/932x365/512912_1.jpg|Bayersystem Drabina wielofunkcyjna BS-DW 3 x 11 szczebli|749.0|1|3|2.95|98.4|16.8|17.3|"Drabina wielofunkcyjna BS-DW 3 x 11 szczebli marki Bayersystem wyróżnia się wielością zastosowań. Jest wykonana z trwałego aluminium, które wpływa na wytrzymałość oraz odporność na uszkodzenia. Ponadto aluminium jest materiałem lekkim, dzięki czemu drabinę łatwo przestawić lub przetransportować. Aluminiowe drabiny mogą być używane zarówno wewnątrz, jak i na zewnątrz budynków.  Do profesjonalnego użytku przemysłowego Drabina przemysłowa Bayersystem to narzędzie profesjonalne. Spełnia normę EN 131, co stanowi o sprzęcie bezpiecznym w użytkowaniu i zgodnym z przepisami. Norma ta reguluje dopuszczenie urządzenia do użytku w przedsiębiorstwach oraz środowiskach pracy. Z drabiny o szerokim zastosowaniu mogą również korzystać osoby prywatne. Ten model wyróżnia najwyższa jakość wykonania, gwarantując wysoki poziom bezpieczeństwa. Drabina, na której można osiągnąć 6,99 m wysokości roboczej sprawdzi się podczas prac ogrodowych lub elewacyjnych.  Bezpieczeństwo i stabilność Korzystanie z drabiny wielofunkcyjnej BS-DW 3 x 11 szczebli marki Bayersystem jest bezpieczne. Wyposażono ją w system blokujący oraz hak, który zabezpiecza zsunięcie się elementu wysuwanego. Stabilne ustawienie drabiny zapewniają stopki antypoślizgowe, znajdujące się u podstawy podłużnic. Stopki ograniczają możliwość przypadkowego rozsunięcia się drabiny. Bezpieczną pracę na wysokości umożliwiają stopnie o antypoślizgowej powierzchni. Każdy moduł jest wyposażony w stopnie o nośności 150 kg. Po zakończeniu pracy drabinę Bayersystem można łatwo i szybko złożyć, co ułatwia transport oraz przechowywanie. Długość transportowa wynosi ok. 2,9 m.    Trzyelementowa konstrukcja - trzy sposoby użytkowania Wielofunkcyjna aluminiowa drabina przemysłowa Bayersystem składa się z 3 elementów, które umożliwiają wykorzystywanie urządzenia na kilka sposobów:  - drabina rozstawna, czyli konstrukcja z dwoma parami ramion, które mogą stać samodzielnie, bez konieczności opierania ich o ścianę. Wyróżnia ją stabilność i uniwersalność. Są często wybierane podczas drobnych napraw, prac remontowych oraz porządkowych. Kształtem przypomina literę ""A"". Drabina BS-DW to model wysokiej jakości ze stopniami z dwóch stron. Drabina rozstawna ma mechanizm, umożliwiający łatwe i bezpieczne składanie i rozkładanie. Kolejnym istotnym elementem jest zabezpieczenie rozstawu, które zapobiega nadmiernemu rozsuwaniu się drabiny w trakcie prac.  - drabina przystawna, czyli drabina klasyczna. Jej konstrukcja składa się z dwóch elementów: podłużnic i szczebli. Podłużnice to pionowe części drabiny, w których mocowane są poziome szczeble. Na takim stelażu opiera się cały ciężar. Aby użyć takiej drabiny, należy ją oprzeć, np. o ścianę. Drabina przystawna umożliwia dostanie się do trudno dostępnych miejsc, jak dach budynku.  - drabina wolnostojąca dwuelementowa i drabina jednoelementowa przystawna powstają dzięki rozsuwanemu elementowi. Ostatni element trzyczęściowej drabiny można użytkować osobno. Odłączenie elementu od pełnej konstrukcji pozwala uzyskać dwie drabiny. Dodatkowa drabina jednoelementowa jest drabiną przystawną, którą charakteryzuje lekkość i nieduży rozmiar. Drabina dwuelementowa jest wolnostojąca.  Atutem drabiny jest możliwość wyboru rozstawienia. Wykonanie z trwałego aluminium zapewnia możliwość korzystania z urządzenia przez lata. Przy jej pomocy można przeprowadzać wiele różnych prac w firmach budowlanych, przeprowadzkowych czy usługowych.Dzięki niej można pracować na znacznie wyższych wysokościach niż mogą to zaoferować tradycyjne drabiny dwuelementowe. Maksymalna wysokość robocza, jaką można osiągnąć podczas pracy, wykonywanej na drabi"|materiały budowlane
128|https://images.obi.pl/product/PL/932x365/553457_1.jpg|CMI Pianka montażowa wężykowa zimowa 750 ml|19.99|1|78|33.5|6.5|6.5|696.0|"Pianka montażowa zimowa, marki CMI. Jest to pianka przeznaczona do wszelkich prac wykończeniowych i instalacyjnych. Dzięki specjalnej ""zimowej"" formule pozwala na pracę w niskich temperaturach do -10 st. C. Charakteryzuje się wysoką wydajnością i stabilnością wymiarów oraz niezwykle krótkim czasem utwardzania (do 60 minut). Formuła o obniżonej rozprężalności jest bezpieczna dla delikatnych profili z PCV."|materiały budowlane
129|https://images.obi.pl/product/PL/932x365/546987_1.jpg|CMI Pianka montażowa pistoletowa 750 ml|24.99|1|25|33.5|6.5|6.5|712.0|Pianka montażowa pistoletowa, marki CMI. Jest to pianka o krótkim czasie utwardzania i doskonałej przyczepności do PCV, drewna, aluminium i typowych podłoży budowlanych. Specjalna formuła o obniżonej rozprężalności zapewnia profesjonalne uszczelnienie przy montażu wszelkiego typu stolarki budowlanej, również z wielokomorowych, kolorowych profili PCV. Pianka charakteryzuje się bardzo dobrymi parametrami izolacyjnymi, regularnością struktury i dużą gęstością oraz stabilnością wymiarów.|materiały budowlane
